Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Ebelechukwu,588,France,Male,31,4,99607.37,0,1,35877.03,0
Fleming,621,France,Male,27,4,137003.68,1,0,21254.06,0
Yefimov,768,France,Male,48,3,122831.58,1,1,24533.89,1
Andreyeva,681,Spain,Male,38,2,99811.44,1,0,23531.5,0
Pickering,606,Spain,Male,37,8,154712.58,1,0,89099.18,0
Allan,542,Spain,Male,37,8,0,1,1,807.06,0
Wang,713,France,Female,24,7,147687.24,1,1,121592.5,0
Reynolds,597,Spain,Female,33,2,0,1,1,4700.66,0
Hales,635,France,Male,27,3,127009.83,1,0,161909.95,0
Y?an,599,France,Male,61,1,124737.96,0,1,90389.61,1
Rowley,496,Spain,Female,44,0,179356.28,1,0,2919.21,1
Chia,759,Spain,Male,31,8,0,1,1,99086.74,0
Moore,757,France,Male,31,1,127320.36,1,0,163170.32,0
Copeland,564,Spain,Male,31,0,125175.58,1,1,72757.33,0
Rishel,561,France,Female,22,6,186788.96,1,0,73286.8,0
Wan,702,France,Male,40,3,148556.74,0,1,146056.29,0
Eluemuno,678,France,Female,40,8,128644.46,0,0,167673.37,0
Hsia,707,France,Female,46,7,127476.73,1,1,146011.55,0
Kelly,610,France,Female,27,9,159561.93,0,1,103381.47,0
Muir,744,France,Male,42,1,112419.92,1,1,83022.92,0
McIntyre,598,France,Male,28,8,129991.76,0,1,46041.08,0
Donaldson,562,Spain,Male,36,5,0,0,1,182843.24,0
Wright,621,Spain,Female,59,2,0,1,1,171364.18,0
Uvarova,659,France,Female,50,3,0,1,0,183399.12,1
Doherty,722,France,Female,40,6,89175.06,0,1,152883.95,0
Allen,606,France,Female,39,3,0,1,0,50560.45,1
Ma,603,Spain,Female,39,5,162390.52,1,0,54702.66,0
Tucker,506,France,Female,59,3,190353.08,1,0,78365.75,0
Ch'eng,715,France,Male,21,8,0,1,0,68666.63,0
Hs?,690,France,Male,47,2,0,1,0,151375.73,0
H?,644,France,Female,40,10,139180.97,1,1,19959.67,0
Chimaijem,589,France,Male,36,8,114435.47,1,0,26955.72,0
Esomchi,592,France,Female,66,5,149950.19,1,1,76267.59,0
Lorenzo,632,France,Male,42,4,126115.6,1,0,100998.5,0
Pirogov,577,France,Female,59,7,111396.97,0,1,191070.01,0
Larkin,588,France,Male,30,3,115007.08,0,0,176858.5,0
Eddy,617,France,Male,54,6,102141.9,1,1,45325.26,0
Sells,668,Spain,Female,36,3,133686.52,1,0,190958.48,1
Crawford,810,France,Male,32,9,120879.73,0,1,78896.59,0
Bezrukov,767,Spain,Male,47,5,0,1,0,121964.46,1
Mancini,718,Spain,Female,49,10,82321.88,0,1,11144.4,0
Iadanza,589,Spain,Female,27,4,0,1,0,144181.48,0
Wilkinson,778,Spain,Male,33,5,116474.28,1,1,32757.55,0
P'eng,724,France,Female,34,3,132352.69,1,0,80320.3,0
St Clair,477,France,Female,39,4,182491.57,1,0,185830.72,0
Preston,580,France,Male,34,6,0,1,1,160095.31,0
Findlay,566,Spain,Male,63,2,120787.18,1,1,52198.84,0
Nixon,711,France,Female,29,3,130181.47,1,0,31811.44,0
Gorshkov,706,France,Male,32,5,88348.43,1,1,104181.78,0
Chukwubuikem,703,Spain,Male,31,6,0,1,1,67667.19,0
Medvedeva,679,France,Male,39,2,146186.28,1,1,193974.47,0
Chukwuhaenye,603,France,Male,32,7,0,1,0,198055.94,1
Endrizzi,598,Spain,Male,34,0,104488.17,0,1,43249.67,0
Ch'ang,836,France,Female,32,4,109196.67,1,0,55218.02,0
Piccio,687,France,Female,61,7,80538.56,1,0,131305.37,1
Lockington,704,France,Male,41,4,109026.8,1,1,43117.1,0
Seleznyov,605,France,Male,75,2,61319.63,0,1,186655.11,0
Weston,516,France,Female,40,9,0,0,1,33266.29,0
Groom,572,France,Female,39,2,0,1,1,555.28,0
Manfrin,557,France,Male,42,6,177822.03,1,0,150944.31,1
Robertson,443,France,Male,59,4,110939.3,1,0,72846.58,1
Ch'ang,604,France,Male,25,7,165413.43,1,1,35279.74,0
Lucchesi,483,France,Male,27,1,77805.66,1,1,2101.89,0
Cambage,702,France,Male,50,3,0,0,0,94949.84,0
Tan,670,Spain,Female,57,3,175575.95,1,0,99061.75,1
Tao,804,Spain,Female,38,3,124197.22,1,0,74692.06,0
Hsieh,850,France,Female,30,3,0,1,0,116692.8,0
Burdekin,554,France,Female,39,10,160132.75,1,0,32824.15,0
Longo,588,France,Female,37,7,70258.88,1,0,139607.61,0
Maughan,758,France,Male,32,4,162657.64,1,1,115525.13,0
Franz,787,France,Male,43,0,132217.45,1,0,20955.03,1
Piazza,582,Spain,Male,25,9,148042.97,1,0,52341.15,0
Morant,633,Spain,Female,33,4,92855.02,1,1,159813.18,0
Becher,766,France,Male,47,9,129289.98,1,0,169935.46,1
Lombardi,564,Spain,Male,37,9,100252.18,1,1,146033.52,0
Loton,602,Spain,Male,37,3,107592.89,0,1,153122.73,0
Conti,649,France,Male,39,3,113096.41,1,1,60335.24,0
Sani,679,Spain,Female,40,7,0,1,1,163757.29,0
Lori,639,Spain,Male,34,7,149940.04,0,0,156648.81,0
Wong,790,France,Male,50,8,121438.58,1,1,176471.78,1
Lombardi,565,France,Male,32,9,0,1,0,5388.3,0
Obialo,478,France,Female,50,2,0,0,1,93332.64,1
Mazzi,825,France,Male,29,3,148874.01,0,1,71192.82,0
Von Doussa,528,Spain,Female,32,0,68138.37,1,1,170309.19,0
Miller,577,Spain,Male,35,5,110080.3,1,1,109794.31,0
Miracle,663,France,Male,24,7,0,1,1,166310.82,0
Su,505,France,Female,25,5,114268.85,1,1,126728.27,0
Wyatt,633,France,Male,29,6,117412.35,0,0,30338.94,0
Anayolisa,586,France,Female,38,6,0,1,1,37935.83,0
Wade,850,France,Female,35,9,0,0,0,25329.48,0
Enemuo,629,France,Female,37,1,35549.81,0,0,49676.33,0
Bruno,744,France,Male,56,9,0,1,1,169498.61,0
Greece,750,France,Male,36,7,136492.92,1,1,26500.29,1
Yang,637,France,Male,28,3,123675.69,1,1,166458.41,0
Brown,575,France,Female,40,1,139532.34,1,0,181294.39,0
Anderson,671,Spain,Male,58,1,178713.98,1,1,21768.21,0
Johnston,571,France,Male,40,5,0,0,0,72849.29,0
Zakharov,590,France,Male,41,1,89086.31,1,0,24499.97,0
Golibe,619,Spain,Male,38,3,96143.47,0,0,98994.92,0
Nikitina,640,France,Female,30,5,32197.64,0,1,141446.01,0
Leonard,670,France,Male,38,7,0,1,1,77864.41,0
Burns,737,France,Female,33,4,0,1,0,115115.32,0
Burtch,555,Spain,Male,32,10,0,0,1,168605.96,0
Clark,742,France,Male,33,6,0,0,0,38550.4,0
Woodward,618,France,Female,40,0,140306.38,1,0,160618.61,1
Spencer,560,France,Female,35,1,0,1,0,3701.63,0
Chao,654,France,Male,38,8,0,1,0,88659.44,0
Costa,787,France,Female,42,2,74483.97,0,1,44273.91,0
McLachlan,611,France,Female,53,7,0,0,1,156495.39,1
Hung,559,Spain,Male,34,0,0,1,0,182988.94,0
Akhtar,481,France,Male,37,8,152303.66,1,1,175082.2,0
Toscani,753,France,Male,32,5,159904.79,1,0,148811.14,0
Gray,675,France,Male,32,1,0,1,0,85901.09,0
Warren,748,France,Female,31,1,99557.94,1,0,199255.32,0
Ramsden,610,Spain,Female,46,5,116886.59,0,0,107973.44,0
Bartlett,580,Spain,Male,32,9,142188.2,0,1,128028.6,0
Wenz,624,France,Female,40,3,149961.99,1,0,104610.86,0
Kisch,709,France,Female,36,8,0,1,1,69676.55,0
Mai,605,France,Female,34,2,0,0,0,35982.42,0
McGregor,706,Spain,Male,53,7,0,0,1,117939.17,0
Pinto,567,Spain,Male,40,8,28649.64,1,1,95140.62,0
Newman,747,France,Female,21,4,81025.6,1,0,167682.57,0
Pagnotto,664,France,Male,57,1,0,1,1,56562.57,0
Williams,711,France,Female,39,3,152462.79,1,0,90305.97,0
Ndubuisi,609,France,Male,25,10,0,0,1,109895.16,0
Plummer,632,Spain,Male,28,7,155519.59,1,0,1843.24,0
Chimezie,725,France,Female,36,1,118851.05,1,1,102747.02,0
Nash,850,France,Female,34,9,92899.27,1,0,97465.89,0
Onochie,682,France,Male,40,4,0,0,1,105352.55,0
Rizzo,797,France,Male,37,4,75263.7,1,0,85801.77,0
Boni,668,Spain,Male,38,1,147904.31,1,1,69370.05,0
Davies,783,France,Female,41,5,106640.5,1,0,176945.96,0
Lu,766,France,Female,28,4,90696.78,0,1,21597.2,0
Burrows,704,Spain,Female,36,2,175509.8,1,0,152039.67,0
Ershova,722,France,Male,40,6,0,1,1,111893.09,0
Udokamma,692,France,Female,34,7,0,1,0,195074.62,0
Aitken,584,France,Female,35,2,114321.28,0,0,15959.01,0
Turnbull,644,France,Female,51,4,95560.04,0,0,72628.84,1
Reilly,598,France,Female,50,5,88379.81,0,1,64157.24,1
Hardy,733,France,Male,48,7,85915.52,1,1,23860.5,0
Brookman,615,France,Male,58,3,72309.3,1,1,85687.09,1
Kerr,850,France,Female,39,2,0,1,0,179451.42,0
McBurney,521,France,Male,43,8,0,1,1,93180.09,0
Mickey,675,France,Male,69,1,0,1,0,157097.09,0
Harrison,746,France,Male,58,3,0,1,1,80344.96,1
Olszewski,770,France,Female,33,4,0,1,0,26080.54,1
Chijioke,618,France,Male,30,3,133844.22,1,1,31406.93,0
Young,556,France,Male,36,7,154872.08,1,1,32044.64,0
Bellasis,749,France,Female,27,9,0,1,0,132734.87,0
De Mestre,702,Spain,Male,43,6,116121.67,1,0,61602.42,0
De Luca,555,France,Male,42,6,107104.5,1,1,41304.44,1
Mundy,587,France,Male,47,6,71026.77,1,0,57962.41,0
Tung,639,France,Male,38,3,0,1,0,42862.82,0
Donahue,643,France,Male,33,4,0,1,1,152992.04,0
Okagbue,600,France,Female,41,1,0,1,1,91193.65,0
Nnaemeka,651,France,Male,53,7,0,1,1,130132.41,0
Verjus,666,France,Female,27,4,0,0,0,88751.45,0
H?,520,France,Female,39,6,145644.05,0,0,104118.93,0
Napolitani,650,Spain,Female,50,7,129667.77,0,0,42028.16,0
Ginikanwa,564,France,Male,33,3,109341.87,1,0,75632.78,0
Spaull,586,France,Male,64,1,0,1,1,53710.23,0
Siciliani,617,France,Female,35,5,0,0,1,13066.3,0
Voronina,712,Spain,Female,30,6,0,1,0,152417.97,0
Tang,654,France,Male,55,3,87485.67,1,1,3299.01,0
Crumbley,605,France,Male,27,9,0,1,0,198091.81,0
Hamilton,491,France,Female,36,0,53369.13,1,1,103934.12,0
Piazza,707,France,Female,35,9,0,1,1,70403.65,0
Birch,638,Spain,Male,34,5,146679.77,1,0,102179.86,0
Custance,683,France,Male,43,2,112499.42,1,0,30375.18,0
Anayochukwu,815,Spain,Female,38,2,48387,1,0,184796.84,0
Galkin,645,Spain,Male,38,1,68079.8,0,1,166264.89,0
Adams,645,France,Male,49,4,160133.88,0,1,88391.97,0
Toomey,683,France,Male,30,4,66190.33,1,1,115186.97,0
Marshall-Hall,705,France,Female,37,10,0,1,1,13935.53,1
Shen,647,France,Male,35,4,123761.68,1,0,83910.4,0
Pagnotto,786,France,Female,33,0,122325.58,0,0,34712.34,1
Wood,534,France,Male,41,9,0,1,0,13871.34,0
More,602,Spain,Female,42,1,138912.17,1,1,139494.75,0
Piccio,695,France,Female,42,0,0,0,1,140724.64,0
Tochukwu,553,France,Female,25,7,128524.19,1,0,20682.46,0
Graham,516,Spain,Female,31,3,0,1,0,124202.26,0
Tung,655,France,Female,34,3,0,1,0,159638.77,0
P'eng,849,France,Female,49,9,132934.89,1,0,171056.65,1
Nevzorova,520,France,Male,43,3,150805.17,0,1,25333.03,1
Toscani,568,Spain,Female,46,3,0,1,1,29372.62,0
McKenzie,695,Spain,Male,32,9,0,0,1,38533.79,0
Okwuoma,807,Spain,Female,28,7,165969.26,1,0,156122.13,1
Morley,642,France,Female,36,2,124495.98,1,1,57904.22,1
Kerr,703,France,Male,39,1,141559.5,1,1,31257.1,1
Harding,556,France,Male,38,2,114756.14,1,0,193214.05,0
Butler,585,France,Female,30,6,0,1,1,137757.69,0
Crawford,587,France,Female,49,7,155393.98,1,0,13308.2,1
Brown,524,Spain,Female,32,6,0,1,1,132861.9,1
Greece,556,France,Female,31,1,128663.81,1,0,125083.29,0
Matthews,504,Spain,Male,44,4,113522.64,1,1,12405.2,0
Heath,731,Spain,Female,26,3,0,1,0,37697.29,0
Vincent,651,France,Male,34,3,0,1,1,105599.65,0
Sal,675,Spain,Female,40,8,79035.95,1,0,142783.98,1
Milne,657,Spain,Female,22,6,0,0,1,168412.07,1
Bazile,686,France,Male,33,9,141918.09,0,1,184036.47,0
Wardle,690,France,Female,35,9,107944.33,0,0,48478.47,0
Lilly,567,France,Male,36,7,0,0,1,3896.08,0
Aitken,557,France,Male,57,1,120043.13,1,0,132370.75,1
Enderby,446,Spain,Female,45,10,125191.69,1,1,128260.86,1
Chiu,850,France,Male,31,1,96399.31,1,0,106534.15,0
Ugorji,637,France,Male,41,2,0,0,1,102515.42,0
Sharpe,499,France,Male,60,7,76961.6,1,1,83643.87,0
Houghton,622,France,Female,34,7,98675.74,1,0,138906.85,1
Konovalova,684,France,Male,37,1,126817.13,1,1,29995.83,1
Patel,612,France,Male,32,3,121394.42,1,0,164081.42,0
Ngozichukwuka,813,France,Female,29,5,106059.4,0,0,187976.88,1
Medland,850,France,Male,44,2,112755.34,0,0,158171.36,0
Padovano,795,Spain,Male,29,4,0,0,0,155711.64,0
Tsui,628,Spain,Female,55,7,0,1,0,85890.75,1
H?,565,France,Female,38,7,145400.69,1,1,83844.79,0
Denman,601,France,Male,39,3,72647.64,1,0,41777.9,1
Ratten,802,Spain,Male,40,4,0,1,1,81908.09,0
Baxter,614,France,Female,37,6,96340.81,1,1,139377.24,1
Norman,434,Spain,Male,55,6,0,0,1,73562.05,1
Shen,522,France,Male,32,8,124450.36,1,1,165786.1,0
Reilly,550,France,Male,36,2,113877.23,1,0,174921.91,0
Ifeanacho,599,Spain,Male,25,3,0,1,1,120790.02,0
Graham,493,France,Female,36,5,148667.81,1,0,56092.51,0
Lysaght,755,France,Male,34,3,0,1,1,158816.03,0
T'ang,605,France,Female,62,4,111065.93,0,1,125660.99,0
Abron,708,France,Male,41,0,0,1,0,128400.62,0
Chimaraoke,699,France,Male,44,8,158697.61,1,0,107181.22,0
Y?an,763,France,Female,53,4,0,1,0,77203.72,1
Sergeyeva,743,Spain,Male,25,6,0,1,0,129740.11,0
Ma,660,France,Female,48,0,90044.32,0,1,187604.97,1
Obiajulu,619,France,Male,38,10,84651.79,1,1,184754.26,0
Belcher,739,France,Male,32,3,102128.27,1,0,63981.37,1
K?,769,France,Male,60,9,148846.39,1,0,192831.67,1
Brown,692,France,Male,69,10,154953.94,1,1,70849.47,0
Abernathy,560,France,Female,30,0,108883.29,1,0,27914.95,0
Pape,607,France,Female,48,4,112070.86,1,0,173568.3,1
Tao,630,France,Male,29,6,131354.39,0,1,9324.31,1
Ma,767,France,Female,45,7,132746.2,1,0,26628.88,1
Earle,543,France,Female,34,8,0,0,1,145601.8,0
Kazantsev,776,France,Male,39,8,125211.55,1,0,144496.07,0
Uspenskaya,535,Spain,Male,58,1,0,1,1,11779.98,1
Coombes,549,France,Male,36,6,139422.37,0,0,83983.39,1
Hopman,844,France,Female,28,4,0,0,1,123318.37,0
McKay,586,France,Female,47,5,157099.47,1,1,65481.86,0
Milanesi,583,France,Male,40,3,0,1,0,47728,0
Chineze,701,Spain,Male,26,5,83600.24,0,1,59195.05,0
Dawson,726,France,Male,28,2,0,0,0,98060.51,0
Shih,829,France,Male,36,4,81795.74,1,0,90106.94,0
Hughes,749,Spain,Male,38,9,129378.32,1,1,13549.34,0
Clark,743,France,Female,46,9,0,1,0,113436.08,0
Chukwuhaenye,619,Spain,Female,56,7,0,1,1,42442.21,0
Wall,699,France,Male,22,9,99339,1,0,68297.61,1
Howell,749,Spain,Male,36,7,0,0,0,80134.65,0
Lo,600,France,Female,29,6,74430.1,1,1,96051.1,0
Lazarev,760,Spain,Male,38,3,91241.85,0,1,80682.35,0
Lowe,528,France,Male,32,2,99092.45,0,1,111149.98,0
Folliero,630,France,Female,26,5,0,1,0,182612.38,0
Han,683,France,Female,39,2,100062.16,1,0,109201.43,0
Holloway,677,France,Female,26,6,98723.67,0,1,151146.67,0
Pai,669,Spain,Male,29,9,0,1,1,93901.61,0
Trejo,693,France,Male,43,6,128760.32,1,0,36342.79,0
Johnston,612,Spain,Female,52,5,144772.69,0,0,98302.57,1
Macknight,719,Spain,Male,44,4,0,0,0,84972.9,1
Lo,702,France,Male,26,2,71281.29,1,1,108747.12,1
Glossop,755,France,Male,29,9,117035.89,1,1,21862.19,0
Bishop,514,France,Male,26,1,0,0,0,121551.93,0
Yefremova,753,France,Female,40,0,3768.69,1,0,177065.24,1
Obialo,548,France,Female,36,2,108913.84,1,1,140460.01,0
Nkemjika,850,France,Male,28,2,101100.22,1,1,35337.31,0
Trevisani,612,France,Female,38,7,110615.47,1,1,193502.93,0
Parkes,628,France,Male,33,8,152143.89,1,1,32174.03,0
Seleznyov,479,France,Male,47,6,121797.09,0,1,5811.9,1
Naylor,724,France,Female,41,5,109798.25,0,1,149593.61,0
Forbes,512,France,Male,41,7,122403.24,0,1,37439.9,1
Douglas,638,France,Female,43,3,145860.98,1,1,142763.51,1
Nwankwo,834,Spain,Male,40,7,0,0,0,45038.74,0
Myers,781,France,Male,29,9,0,0,0,172097.4,0
Rogova,707,France,Female,48,7,105086.74,1,1,180344.69,1
Hsing,670,France,Male,22,2,114991.45,1,1,37392.56,0
Giordano,663,Spain,Female,33,8,96769.04,1,1,36864.05,0
Okwukwe,624,France,Female,23,5,0,0,0,132418.59,0
Chalmers,598,France,Female,34,4,0,0,0,60894.26,0
Chiazagomekpere,619,France,Male,23,5,132725.1,1,1,143913.33,0
Evseyev,792,France,Female,70,3,0,1,1,172240.27,0
Parry-Okeden,683,France,Female,26,7,0,1,0,86619.77,0
Picot,691,France,Female,33,6,0,1,0,164074.89,0
Reid,765,Spain,Female,33,5,84557.82,1,1,69039.43,0
Ferri,508,France,Male,49,1,93817.41,1,1,132468.76,1
Genovesi,637,France,Female,33,9,113913.53,0,1,65316.5,0
Neumayer,667,France,Female,44,5,140406.68,0,1,57164.19,0
Murray,575,Spain,Female,22,8,105229.34,1,1,34397.08,0
Tien,744,Spain,Female,46,1,0,1,1,177431.59,1
Parkes,567,France,Female,41,9,137891.35,1,0,142009.46,1
Yip,502,France,Female,35,6,0,1,1,80618.47,0
Ingle,609,France,Female,53,6,0,1,1,124218.27,0
Chidubem,715,France,Male,37,9,165252.52,1,0,85286.3,0
Lu,541,France,Male,32,8,0,0,0,40889.14,0
Vorobyova,850,France,Female,71,4,0,1,1,107236.87,0
Chiedozie,595,Spain,Male,23,7,0,1,1,168085.97,0
Napolitani,650,France,Female,28,5,122034.4,0,1,146663.43,1
Coffey,625,France,Female,44,7,0,1,0,4791.8,0
Chigbogu,817,France,Male,59,1,118962.58,1,1,120819.58,0
Akabueze,526,Spain,Male,49,2,0,1,0,114539.67,1
Istomin,850,France,Female,34,4,71379.53,1,1,154000.99,0
Ndubueze,598,France,Female,40,2,171178.25,1,0,137980.58,1
Toscani,613,France,Male,36,9,131307.11,0,0,83343.73,0
Ross,709,Spain,Male,62,3,0,1,1,82195.15,0
Fernando,678,Spain,Female,27,5,87099.85,1,0,149550.95,0
McClaran,720,France,Male,71,5,183135.39,1,1,197688.5,0
Yermakova,662,France,Male,26,0,0,0,1,72929.96,0
Somadina,525,France,Male,51,10,0,1,0,171045.35,1
Wan,662,France,Male,31,3,0,0,1,27731.05,0
Mazzi,770,France,Female,33,6,0,1,1,126131.9,0
Tuan,721,Spain,Female,33,4,72535.45,1,1,103931.49,0
Townsley,633,France,Male,58,2,128137.42,1,0,147635.33,1
Yashina,701,France,Male,51,9,0,0,0,61961.57,0
Henderson,556,France,Male,42,0,115915.53,0,1,125435.47,1
Mueller,639,France,Male,66,0,0,0,1,42240.54,0
Wright,632,France,Male,50,2,0,0,0,57942.88,0
Lung,456,France,Male,29,5,107000.49,1,1,153419.62,0
Bryant,729,Spain,Female,38,10,0,1,0,189727.12,0
Madukaife,632,France,Female,34,2,0,0,0,165385.55,0
Maclean,433,Spain,Male,34,9,152806.74,1,0,19687.99,0
Abdullah,802,France,Female,60,3,92887.06,1,0,39473.63,1
Yao,670,France,Male,25,7,0,1,1,144723.38,0
Cheatham,738,France,Female,40,6,114940.67,1,1,194895.57,1
Gallagher,706,France,Male,34,0,140641.26,1,1,77271.91,0
Hao,592,France,Female,70,5,71816.74,1,0,105096.82,1
Nixon,522,France,Female,41,7,0,0,1,176780.39,0
Wang,746,France,Male,48,5,165282.42,1,0,153786.46,1
Kerr,651,Spain,Male,42,2,143145.87,1,0,43612.06,0
Romani,494,France,Male,28,9,114731.76,0,1,79479.74,0
Lock,753,France,Female,46,9,113909.69,1,0,92320.37,1
Millar,671,France,Male,36,2,116695.27,0,0,193201.86,0
K'ung,696,France,Male,42,4,0,0,0,126353.13,1
Onyekachi,577,Spain,Male,43,3,0,1,1,135008.92,0
Somayina,587,France,Male,36,1,0,0,1,17135.6,0
Dennis,712,France,Male,37,7,93978.96,1,0,60651.77,0
Brown,498,France,Male,35,2,121968.11,0,1,188343.05,0
Ogochukwu,660,France,Male,37,2,97324.91,1,0,23291.83,0
Macleod,678,Spain,Male,29,6,0,1,0,64443.75,0
Page,530,France,Male,37,8,0,1,1,287.99,0
Barese,559,France,Female,48,2,0,0,1,137961.41,0
Agafonova,624,France,Male,42,3,145155.37,1,0,72169.95,1
Caraway,592,France,Male,28,5,137222.77,0,0,39608.58,0
Stevenson,767,France,Male,48,9,0,0,1,175458.21,0
Duncan,653,France,Female,38,5,114268.22,1,1,89524.83,0
Wang,678,Spain,Male,27,2,0,1,1,13221.25,0
Kaur,586,Spain,Female,42,2,0,1,0,102889.34,0
Jenkins,550,France,Female,40,8,150490.32,0,0,166468.21,1
Edwards,643,France,Male,28,9,160858.13,1,0,27149.27,0
Kelly,612,Spain,Male,39,5,170288.38,1,1,59601.15,0
Boyle,674,France,Female,27,4,111568.01,0,1,22026.18,0
Loane,657,Spain,Male,29,7,83889.03,1,0,153059.62,0
Padovano,724,France,Female,35,0,171982.95,0,1,167313.07,0
Li Fonti,500,France,Female,34,4,0,1,0,12833.96,0
Robinson,688,France,Male,20,8,137624.4,1,1,197582.79,0
Geach,599,France,Male,50,3,121159.65,0,0,4033.39,1
Payne,631,France,Male,29,7,0,0,1,125877.22,0
Chinonyelum,634,Spain,Male,52,1,0,1,1,176913.42,0
Watkins,545,France,Male,37,3,91184.01,1,0,105476.65,0
Page,644,Spain,Male,18,8,0,1,0,59172.42,0
Genovese,690,France,Female,54,1,144027.8,1,1,108731.02,1
Watson,711,France,Female,34,6,0,1,1,175310.38,0
Mancini,712,France,Female,29,8,140170.61,1,1,38170.04,0
Chibueze,627,France,Male,27,1,62092.9,1,1,105887.04,0
Hunter,694,Spain,Male,39,3,0,1,1,95625.03,0
Buchi,534,Spain,Male,35,4,0,0,0,9541.15,0
Charteris,603,France,Male,45,9,0,0,0,148516.79,0
Aksenov,808,France,Female,33,2,103516.87,1,0,113907.8,0
Wright,723,Spain,Male,30,1,0,1,0,164647.72,1
Lu,585,France,Female,35,2,0,1,0,98621.04,1
K?,706,France,Male,34,8,0,1,1,37479.97,0
Hou,671,France,Female,31,6,0,1,1,15846.42,0
Descoteaux,597,Spain,Male,43,2,85162.26,0,1,5104.08,1
Stephenson,646,France,Female,43,8,143061.88,1,0,61937.6,0
Cooper,801,Spain,Female,46,6,0,1,1,170008.74,0
Crump,731,Spain,Female,33,5,137388.01,1,0,165000.68,0
Diggs,620,France,Female,25,1,137712.01,1,1,76197.05,0
Shih,484,France,Male,40,7,106901.42,0,0,118045.98,0
Hudson,647,Spain,Male,47,5,105603.21,1,1,157360.9,0
Carvosso,688,France,Female,40,8,150679.71,0,1,196226.38,0
Wyatt,680,France,Male,30,4,108300.27,0,1,44384.57,1
Kodilinyechukwu,689,France,Female,46,7,52016.08,1,1,72993.65,0
Vorobyova,513,France,Male,34,7,60515.13,0,0,124571.09,0
Piccio,553,France,Male,35,2,158584.28,1,0,43640.16,0
Hsing,689,France,Male,47,2,118812.5,0,0,31121.42,0
Lucas,517,Spain,Male,46,4,0,1,0,22372.78,0
T'ang,731,France,Male,37,8,0,1,1,170338.35,0
North,687,France,Female,47,1,91219.29,0,0,158845.49,1
Thompson,507,Spain,Male,32,7,0,1,0,67926.18,0
Simpson,468,France,Female,22,1,76318.64,1,1,194783.12,0
Nwora,682,Spain,Female,58,4,0,1,0,176036.01,0
Chandler,603,France,Female,24,3,0,1,1,198826.03,1
Uspensky,522,France,Male,25,1,111432.13,1,1,168683.57,0
Ferguson,629,Spain,Male,41,10,150148.51,0,0,6936.27,0
Kerr,729,France,Female,32,7,38550.06,0,1,179230.23,0
Furneaux,574,France,Female,39,5,119013.86,1,0,103421.91,0
Kambinachi,677,France,Female,39,0,111213.64,1,1,147578.26,0
Black,627,France,Male,28,5,71097.23,1,1,130504.49,0
Chizoba,788,Spain,Male,36,10,109632.85,1,1,16149.13,0
Peng,697,France,Male,63,7,148368.02,0,0,118862.08,1
Leach,578,France,Male,45,1,148600.91,1,0,143397.14,1
Chiazagomekpele,519,France,Male,48,10,71083.98,1,0,137959,0
Nickson,632,France,Female,40,9,139625.34,1,0,93702.96,1
Lin,679,France,Female,39,4,0,0,0,172939.3,1
Alexeieva,699,France,Male,30,9,0,1,1,108162.13,0
Sykes,615,France,Male,64,0,81564.1,0,1,35896.09,0
Martin,622,Spain,Male,36,9,0,1,1,104852.6,0
Herz,755,France,Female,28,7,124540.28,0,1,188850.89,0
Nikitina,767,France,Female,42,2,133616.39,1,0,28615.8,0
Ko,752,France,Female,38,10,101648.5,1,0,172001.44,0
Highett,633,France,Female,26,8,124281.84,1,1,60116.57,0
Jackson,717,France,Female,59,4,0,1,1,170528.63,0
Ball,585,Spain,Male,45,0,0,0,0,189683.7,0
Nelson,751,France,Female,37,9,183613.66,0,0,49734.94,0
Woronoff,754,France,Male,65,1,136186.44,1,1,121529.59,1
Morrison,495,France,Male,47,10,137682.68,1,0,71071.47,0
Smith,650,France,Male,34,4,106005.54,0,1,142995.32,0
Rendall,529,France,Female,31,6,152310.55,1,0,13054.25,0
